Código,Descripción
42181706,Pantallas de monitorizacion de electrocardiografia (ECG)
42181707,Electrodos neonatales de cinta o anillo de electrocardiografia (ECG)
42181708,Electrodos de parche de electrocardiografia (ECG)
42181709,Papel de registro de electrocardiografia (ECG)
42181713,Sistemas de monitorizacion Holter
42181714,Kits de accesorios de monitorizacion de electrocardiografia (ECG)
42181716,Electrocardiografia (ECG) y accesorios
42181801,Oximetros de pulso
42181901,Unidades de monitorizacion materna o fetal de tratamiento agudo
42181902,Unidades de monitorizacion de presion intracraneal (ICP) o accesorios
42181904,Unidades de transporte o de senales vitales moviles de multiparametro o accesorios
42181909,Papel de registro de monitores fetales
42182001,Especulo de examen rectal o anal
42182002,Anoscopios o proctoscopios
42182003,Colposcopios o vaginoscopios o accesorios
42182004,Dermatoscopios
42182005,Oftalmoscopios o otoscopios o juegos de scopios y accesorios
42182006,Especulo de examen orofaringeo o laringeo
42182007,Lamparas o bombillas de scopio de examen medico
42182012,Dilatadores o especulo del examen nasal
42182013,Especulo del examen vaginal
42182015,Especulos de otoscopia
42182018,Broncoscopios o accesorios
42182101,Estetoscopios electronicos o accesorios
42182103,Estetoscopio mecanico o accesorios
42182201,Termometros medicos electronicos
42182206,Termometro medico de mercurio
42182208,Tiras o sensores de temperatura del paciente y accesorios
42182302,Mazos o martillos de reflejo
42182308,Electroencefalografos o accesorios
42182309,Papeles de registro para electroencefalografos
42182310,Electromiografos
42182401,Audimetros o accesorios
42182409,Analizadores de audifonos o de sistemas de prueba
42182416,Timpanometros o accesorios
42182419,Aparatos de control de audicion
42182601,Lamparas o luces independientes de examen medico
42182603,Luces o lamparas de cabeza para examen medico o accesorios
42182604,Linternas de pluma de examen medico
42182702,Cintas metricas medicas
42182703,Reglas de altura de paciente
42182704,Calibradores de pliegue de piel
42182802,Basculas de bebe
42182901,Mesas de examen obstetrico o ginecologico
42183001,Graficos de ojo o cartas de vision
42183002,Topografo de cornea
42183003,Exoftalmometros
42183007,Tambores oftalmologicos o sus accesorios
42183009,Lentes de pruebas de vision oftalmologicas o accesorios
42183013,Prismas oftalmicos
42183014,Retinoscopios oftalmicos
42183018,Tonometros oftalmologicos o accesorios
42183020,Trazadoras del campo visual oftalmicos y acccesorios
42183021,Analizadores de funcion visual oftalmica
42183022,Equipos oftalmicos varios
42183023,Oftalmometros
42183024,Mesas de instrumentos oftalmologicos o accesorios
42183025,Lentes de vitrectomia
42183028,Accesorios oftalmologicos para retinoscopia
42183029,Unidades de foroptero
42183047,Expositores para pruebas de agudeza visual
42183301,Accesorios de espejos de examen para otorrinolaringologia
42191501,Sistema de tubo neumatico clinico o equipos de distribucion varios
42191502,Bandejas / cestas / fundas medicas
42191607,Hardware de vias carriles de cortina o biombos o cortinas de cubiculo del paciente
42191608,Monitores de salida o controles de enfermeria
42191702,Columnas de entrega de gas medico
42191703,Salidas de gas medico y accesorios
42191704,Sistemas de compresor de aire de gas medico
42191705,Alertas de gas medico
42191707,Sistemas de gases medicinales
42191709,Cajas de valvulas o valvulas de cierre de gas medico y accesorios
42191710,Carros o estantes para bombonas de gases medicos o accesorios
42191711,Depositos de aire comprimido para cirugia o accesorios
42191802,Incubadoras clinicas o calentadores de bebe y accesorios
42191807,Camas de cuidado del paciente o accesorios de uso general
42191808,Camas de cuidado del paciente o accesorios para cuidado especial
42191809,Compresas de presion alternativa o bombas
42191810,Colchones o accesorios de cuidado del paciente
42191811,Cunas de colocacion pediatricas
42191814,Accesorios de incubadoras clinicas o sistemas de calentamiento pediatrico
42191901,Muebles clinicos de cabecera o accesorios
42191902,Armarios de hospital
42192001,Mesas de examen o de procedimiento clinico para uso general
42192101,Sillas para sacar sangre o sillas de flebotomia o accesorios
42192102,Sillones reclinables de hospital o accesorios
42192103,Sillas de paciente
42192104,Taburetes para medicos y accesorios
42192107,Sillas de examen clinico o accesorios
42192204,Incubadoras de transporte de pacientes o accesorios
42192207,Camillas de paciente o accesorios de camilla
42192210,Sillas de ruedas
42192212,Alfombrillas de transferencia de pacientes
42192301,Elevadores de paciente o accesorios
42192302,Elevadores hidraulicos clinicos o accesorios
42192404,Carros medicos o accesorios
42192601,Moldes para supositorios
42192602,Dispositivo de puncion con graduador de profundidad y expulsador automatico de lancetas
42192604,Sistemas de administracion de farmacos o accesorios
42192605,Kits de encapsulacion de aneurismas
42201503,Componentes de sistemas de tomografia informatizada (TAC o CT) medica tridimensional
42201506,Inyectores de agentes de contraste de tomografia informatizada (TAC o CT) medica
42201602,Sistemas de resonancia magnetica
42201606,Inyectores de agentes de contraste de resonancia magnetica (MRI) medica
42201702,Ultrasonido o unidades de eco fetal o ginecologico
42201704,Densitometros de ultrasonido medico de hueso
42201711,Transductores ecograficos medicos de ultrasonidos
42201712,Unidades de ecografia o eco pulso o doppler o ultrasonido medico para uso diagnostico general
42201718,Ecografos y accesorios
42201801,Pelicula para radiografias cardiologicas
42201803,Equipo para radiografias mamograficas y accesorios
42201806,Equipo medico de radiologia y fluoroscopia (RF)
42201809,Inyectores de agentes de contraste para los sistemas medicos de imagen o accesorios
42201810,Pelicula o cartuchos radiograficos medicos para uso general
42201813,Unidades de tomografia radiografica medica
42201815,Equipos radiograficos para uso diagnostico general
42201817,Densitometros oseos radiograficos
42201841,Papeles radiograficos de diagnostico medico
42201906,Pinzas iluminadoras para pelicula radiografica medica
42202004,Colimadores de trazado linfatico
42202501,Unidades de tomografia informatizada por emision de fotones simples (SPECT) medica
42202702,Aceleradores lineales de radioterapia tele terapia
42202802,Litotriptores y productos relacionados
42203101,Microdosimeteros de efecto radio biologico
42203301,Sistemas medicos estereotacticos
42203402,Cateteres o juegos vasculares intervencional o diagnosticos
42203403,Juegos o cateteres introductores vasculares intervencionales o diagnosticos
42203405,Globos de Angioplastia y relacionados
42203406,Dispositivos para la retirada de cateteres o sets vasculares de diagnostico o intervencion
42203407,Sets de suministro de contrastes para angiografia
42203408,Kits o accesorios cardiovascular
42203409,Valvulotomos angioscopicos
42203501,Accesorios o defibriladores implantables o generadores de marcapasos cardiacos
42203502,Accesorios o electrodos o indicaciones de marcapasos cardiacos
42203503,Juegos o introductores de indicaciones de marcapasos cardiacos
42203602,Equipo para sistemas estandar de comunicacion de imagenes digitales en medicina (DICOM)
42203603,Sistemas informatizados de archivado de imagenes (PACS) medicos
42203604,Hardware de sistemas de imagenes medicas/laboratoriales
42203702,Procesadores medicos para toma de imagenes
42203704,Equipos Toners o reveladores
42203706,Kits de revelado quimico para pelicula radiografica medica
42203708,Fijadores de revelado de pelicula radiografica medica
42204002,Cortinas o mascaras o delantales medicos de resguardo radiologico
42204005,Guantes medicos de resguardo radiologico
42211502,Muletas o accesorios de muletas
42211603,Elevadores de bano o accesorios para personas con desafios fisicos
42211614,Asientos de inodoros para personas con desafios fisicos
42211705,Audifonos para personas con desafios fisicos
42211803,Bastones para vestir para personas con desafios fisicos
42211805,Espejo de inspeccion para personas con desafios fisicos
42221501,Cateteres de linea arterial
42221503,Cateteres del venosa central
42221504,Cateteres intravenosos para uso general
42221505,Cateteres arteriales o intravenosos pediatricos o de microflujo o de vena del pericraneo
42221506,Cateteres umblicos
42221512,Canulas para cateteres intravenosos o arteriales
42221513,Cateteres cardiovasculares y Accesorios
42221604,Protectores o tapas o cierres o conectadores o adaptadores de la tuberia arterial o intravenosa
42221607,Filtros o pantallas arteriales o intravenosos para uso general
42221612,Distribuidores o llaves de cierre o puertos de inyeccion sin aguja de tuberia arterial o intravenosa
42221616,Sets de extension para cateteres intravenosos o arteriales
42221702,Bolsas de traslado o recipientes de infusion intravenosa o arterial
42221704,Bolsas de infusion de presion intravenosas y arteriales
42221803,Cintas o vendaje o tiras o punos de posicionarel cateter intravenoso o arterial
42221901,Reguladores o calibres de flujo intravenoso calibrado con cuadrante
42221903,Detectores ecograficos de flujo sanguineo
42222001,Bombas de infusion intravenosa para el uso general
42222002,Bombas de infusion intravenosa con jeringa
42222003,Bombas de infusion intravenosa
42222008,Kits o accesorios de bombas de infusion
42222301,Equipos de administracion de la transfusion de sangre
42222308,Bolsas o contenedores de administracion o transfusion sanguinea
42222309,Sistemas de conservacion
42231501,Bombas de infusion de alimentacion enteral
42231502,Juegos de alimentacion enteral
42231504,Contenedores o bolsas de nutricion enteral
42231505,Adaptores o conectadores o extensiones de los equipos de alimentacion enteral
42231510,Sets de tubos de bombas de infusion de alimentacion enteral
42231608,Sets de cateteres y agujas de yeyunostomia
42231609,Kits de tubos de alimentacion por gastrostomia
42231701,Tubos naso-gastricos
42231801,Formulas suplementarias de adulto para uso general
42231802,Formulas suplementarias pediatricas
42231803,Formulas suplementarias para enfermedades especificas de adulto
42231806,Alimento nutritivo medico o espesadores de liquido
42231807,Tetinas de biberon
42241701,Productos blandos ortopedicos para el tobillo o el pie
42241702,Productos blandos ortopedicos para la cadera
42241801,Productos blando ortopedicos para el brazo
42241806,Productos blandos ortopedicos para el antebrazo o la muneca o dedo pulgar
42242107,Suministros de terapia de traccion ortopedica
42242301,Ventosas ortopedicas para cicatrices
42242302,Dispositivos ortopedicos o materiales traumatologicos varios
42251503,Juegos terapeuticos
42251504,Tablas de actividad o tablas de clavetas terapeuticas
42251601,Vigas o tablas de balance o cojines anchos o balancines para rehabilitacion o terapia
42251603,Dispositivos de movimiento pasivo continuo (CPM) o accesorios
42251605,Ejercitadores de pedal o andadores para rehabilitacion o terapia
42251606,Tablas de talco para rehabilitacion o terapia
42251607,Poleas
42251608,Accesorios o tubos o masilla bandas de ejercicio resistivo para rehabilitacion o terapia
42251610,Pelotas o accesorios terapeuticos
42251612,Pesas o sets para rehabilitacion o terapia
42251613,Aparatos de cinta rodante para ejercicios de rehabilitacion o terapia
42251614,Bolsas de arena o sets de bolsas de arena para rehabilitacion o terapia
42251616,Vibradores electricos para rehabilitacion o terapia
42251618,Aparatos para ejercicios de rehabilitacion o terapia de muneca
42251620,Alfombrillas o plataformas para rehabilitacion o terapia
42251623,Aparatos de terapia para rehabilitacion fisica y accesorios
42251701,Cinturones del modo de andar para rehabilitacion o terapia
42251702,Rampas de entrenamiento para rehabilitacion o terapia
42251703,Escaleras de entrenamiento para rehabilitacion o terapia
42251705,Barras paralelas para rehabilitacion o terapia
42251706,Andadores
42251805,Mesas o estaciones de trabajo o accesorios para rehabilitacion o terapia
42261503,Sondas de bala de autopsia
42261513,Cuchillas de sierra o accesorios de autopsia
42261603,Bolsas de transporte del cadaver
42261604,Reposa-cabezas de autopsia
42261610,Tubos o aspiardores en vacio para la coleccion de fluido de autopsia
42261705,Mesas o accesorios de diseccion de animales para autopsia
42261901,Materiales de impresion o huella dactilar de autopsia
42271502,Monitores o accesorios del gas arterial de la sangre
42271506,Monitores de oxigeno o suministros
42271602,Espirometros o sus accesorios o suministros
42271618,Trazadores de registro para espirometro
42271701,Cilindros de gas medicos o dispositivos relacionados
42271702,Concentradores de oxigeno
42271703,Mezcladores de aire oxigeno
42271708,Mascarillas de oxigeno medicas o piezas
42271709,Canula medico nasal
42271714,Incubadoras medicas y accesorios
42271715,Conectores o tubos de gases medicinales
42271718,Accesorios para productos de administracion de oxigenoterapia o sus suministros
