Código,Descripción
40141731-9999,Boquilla Atomizadora
40141735-001,Embudo de metal
40141736-001,Engrasador para vehiculos
40141736-002,Engrasador para maquinarias
40141736-003,Aceitera
40141742-001,Atomizador
40142007-001,Manguera para aire comprimido
40142007-002,Manguera para derivados de petroleo y alcoholes
40142007-9998,Manguera de Refrigeracion de Agua para Equipo/maquinaria pesado/a
40142007-9999,Manguera hidraulica para Equipo/maquinaria pesado/a
40142010-001,Manguera para valvula neumatica aire comp.
40142010-002,Manguera aspirante
40142101-001,Tuberia de acero al carbono
40142122-001,Tubo de vidrio con tapa
40142122-002,Tubo de vidrio sin tapa
40142302-001,Ramal Y
40142309-001,Curva de metal
40142309-999,Curva de tuberia de plastico
40142313-001,Tapon de plastico
40142313-002,Tapon hembra galvanizado 
40142313-003,Tapon macho galvanizado
40142313-004,Tapon macho
40142313-005,Tapon hembra
40142313-006,Tapon de goma
40142314-001,Buje de reducción galvanizado
40142314-002,Buje PVC
40142314-9999,Buje de polipropileno
40142318-001,Niple
40142320-001,Union doble 
40142320-002,Unión de reduccion
40142320-003,Unión sencilla
40142320-004,Unión en T plastico
40142320-005,Unión en T galvanizado
40142320-006,Union soldable
40142320-007,Union roscable
40142320-008,Union galvanizada
40142320-009,Union de plastico
40142320-010,Union de goma
40142320-011,Anillo de goma para tuberia
40142324-001,Caja sifonada PVC
40142324-999,Cajas de valvula
40142325-001,Deflector con placa plana
40142326-001,Separador plastico para BT
40142327-001,Junta de goma para tuberia
40142403-001,Brida ciega de acero de carbono
40142404-001,Junta metalica espiralada para bridas
40142411-001,Brida roscada
40142412-001,Brida soldable para tuberia
40142503-001,Trampa termodinamica
40142604-001,Codo de plastico
40142604-002,Codo galvanizado
40142604-003,Codo de cobre
40142604-004,Codo de acero inoxidable
40142604-005,Codo de acero al carbono
40142606-001,"Conexion ""T"" roscable de plastico"
40142606-002,Conexion doble de plastico
40142606-003,Conexion sencilla de plastico
40142606-004,Conexion roscable de bronce
40142606-005,Conexion sencilla de bronce
40142606-006,Conexion sencilla galvanizada
40142606-007,Conexion doble galvanizada
40142606-008,Conexion pvc desengrasador
40142606-009,Conexion cromada
40142606-010,"Conexion ""T"" galvanizado"
40142606-011,Conexion para manguera
40142606-9999,Conexion T de PVC
40142612-001,Adaptador alta presion
40142612-002,Adaptador hembra de pvc
40142612-003,Adaptador macho
40142612-004,Adaptador hembra
40142612-005,Adaptador roscable de plastico
40142612-006,Adaptador de tubo soldable
40142613-9999,Conector / empalme roscado
40142614-001,Cruces de tubo
40142615-001,Reductor de 50 x 40 pvc liviano
40151502-001,Bomba de vacio para refrigeracion
40151502-002,Cabezal
40151502-003,Manguera  para bomba de vacio
40151503-001,Bomba centrifuga
40151503-9999,Carcaza Bombas centrifugas
40151504-001,Bomba de transmision
40151504-002,Bomba hidraulica de transmision
40151505-001,Bomba Dosificadora
40151505-997,Kit de repuestos para bomba dosificadora
40151505-998,Membrana para bomba dosificadora
40151505-999,Amortiguador para bombas dosificadoras
40151510-001,Bomba de agua
40151510-002,Electrobomba
40151510-003,Tubo para motobomba
40151510-004,Cabezal hidroneumatico
40151510-005,Reloj temporizador para motobomba
40151510-006,Dosador para solucion 
40151510-007,Motobomba de agua
40151510-999,Compresor Pozo Artesiano
40151510-9999,Tanque Hidroneumatico
40151517-001,Manguera para desague
40151524-001,Bomba de aceite
40151524-002,Reparo bomba de aceite
40151524-003,Engranaje bomba de aceite
40151524-004,Tapa bomba de aceite
40151524-005,Sensor de aceite
40151532-001,Bomba inyectora de picos
40151532-002,Junta cabezal de cilindro
40151532-003,Bomba de combustible para vehiculos
40151532-004,Selenoide bomba inyectora
40151532-005,Bomba de combustible para surtidor
40151532-006,Bomba de combustible para embarcacion
40151532-9997,Purificador de Combustible para bomba de combustible
40151532-9998,Separador Agua-Combustible para bomba de combustible
40151532-9999,Bombas de combustible para Maquina/Equipo pesada/o
40151533-001,Kit bomba hidráulica para motoniveladora
40151533-002,Bomba de dirección
40151533-999,Bomba hidraulica
40151547-001,Bomba de pozos profundos
40151601-001,Compresor altertnativo para AA
40151601-002,Compresor de aire
40151601-003,Compresor portatil
40151601-004,Valvula para compresor
40151601-005,Elemento refrigerante para compresor
40151601-006,Cilindro para compresor
40151601-007,Junta para compresor
40151601-008,Indicador de nivel
40151601-009,Latiguillo para compresor
40151601-010,Soporte para compresor
40151601-011,Tubos para compresor
40151601-012,Accionador de cerradura para compresor
40151601-013,Escape para compresor
40151601-014,Arandela para compresor
40151601-015,Piston para compresor
40151601-016,Engranaje para compresor
40151601-017,Casquillo para compresor
40151601-018,Buje para compresor
40151601-019,Juego de reparo para compresor
40151601-020,Calces para compresor
40151601-021,Capa para compresor
40151601-022,Rodamiento
40151601-023,Reten para compresor
40151601-024,Ciguenal para compresor
40151601-025,Aros para compresor
40151601-026,Pino para compresor
40151601-027,Tapon para compresor
40151601-028,Compensador
40151601-029,Block de motor
40151601-030,Ruleman compresor
40151601-991,Fieltro para Compresor
40151601-992,Casquillo para Compresor
40151601-993,Anillo para Compresor
40151601-994,Visor para Compresor
40151601-995,Junta para Compresor
40151601-996,Taco para Compresor
40151601-997,Baga para Compresor
40151601-998,Soporte para Compresor
40151601-999,Tapa para Compresor
40151601-9994,Elemento del filtro de aire para Compresor de aire
40151601-9995,Lubricador para Compresor de aire
40151601-9996,Separador Aire/Aceite para Compresor
40151601-9997,Separador de Agua/Aceite para Compresor
40151601-9998,Plato de Asiento para Compresor
40151601-9999,Trampa de Agua de Condensado
40151604-001,Compresor de gas para proceso
40151605-001,Compresor de Motor y accesorios
40151607-001,Compresor alternativo para heladera
40151607-002,Compresor para camara frigorifica
40151607-003,Filtro para heladera
40151610-001,Juego casquillo para compresor
40151610-002,Turbo compresor
40151610-003,Pistola para compresor
40151610-004,Compresor para Interruptor
40151610-9999,Compuerta para compresor
40151615-001,Turbocompresor
40151701-001,Carcaza para bomba a engranajes
40151712-001,Empaquetadura de asbesto grafitado
40151712-002,Empaquetadura de asbesto 
40151712-003,Empaquetadura para bomba
40151717-001,Disco de bomba
40151721-001,Boya para bomba de agua
40151721-002,Valvula para bomba de agua
40151721-003,Juego reparo bomba de agua
40151721-004,Valvula reductora de presion
40151721-005,Maleta de medicion
40151721-006,Interruptor de boya
40151721-007,Motor electrico para bomba de agua
40151725-001,Paleta para bomba
40151728-001,Juego de reparo bomba hidraulica
40161501-001,Filtro fibra de vidrio
40161502-001,Filtro de agua para maquinaria pesada
40161502-002,Filtro de agua para consumo 
40161502-003,Filtro de agua para automovil
40161502-004,Filtro de agua para camioneta
40161502-005,Filtro de agua para camion
40161502-006,Filtro de agua para minibus
40161502-007,Filtro para purificador y dispensor de agua
40161503-001,Canastilla 
40161503-002,Bujia filtrante
40161504-001,Filtro de aceite para equipos y/o maquinarias pesadas    
40161504-002,Filtro de aceite para automovil
40161504-003,Filtro de aceite para camioneta
40161504-004,Filtro de aceite para camion
40161504-005,Filtro de aceite para Moto
40161504-006,Filtro de aceite para aeronave
40161504-999,Tierra Fuller
40161505-001,Filtro de aire para equipo y/o maquinaria pesada
40161505-002,Filtro de aire para equipo y/o maquinaria liviana
40161505-003,Filtro de aire para automovil
40161505-004,Filtro de aire para camioneta
40161505-005,Filtro de aire para camion
40161505-006,Filtro de aire para aeronave
40161505-007,Filtro de aire para motocicleta
40161506-998,Repuestos y Accesorios para Maquina de tratamiento de aceite
40161506-999,Maquinaria de Tratamiento de Aceite Aislante
40161506-9998,Maquinaria de Tratamiento de Gas Aislante
40161506-9999,Equipo para Filtraje de Combustible
40161507-001,Membrana p/filtracion celulosa regenerado
40161507-002,Membrana p/filtracion celulosa nitrato
40161507-003,Membrana p/osmosis inversa
40161507-004,Membranas filtrante
40161507-005,Red fitoplanctonica para muestreo
40161507-9999,Red Zooplanctonica para muestreo
40161513-001,Filtro de combustible para auto
40161513-002,Filtro de combustible para camioneta
40161513-003,Filtro de combustible para camion
40161513-004,Filtro de combustible para minibus
40161513-005,Filtro de combustible para maquina pesada
40161513-006,Filtro de combustible para motocicleta
40161513-999,Filtros respiradero
40161515-001,Filtro hidraulico para maquinas pesadas
40161515-002,Filtro hidraulico para camion
40161515-003,Filtro para transmision maquinarias o equipos pesados
40161515-004,Filtro hidraulico para aeronave
40161515-005,Filtro hidraulico para minibus
40161515-006,Filtro hidraulico para camioneta
40161515-007,Filtro hidraulico para automovil
40161515-008,Filtro para transmision para automovil
40161515-009,Filtro para transmision para camioneta
40161515-010,Filtro para transmision para minibus
40161515-011,Filtro para transmision para camion
40161516-9999,Filtro-Regulador-Lubricador para linea de aire comprimido
40161521-001,Base de filtro de aceite motor
40161521-002,Junta Base de filtro
40161526-001,Reten de masa delantera
40161526-002,Reten frente motor
40161526-003,Reten de masa trasera
40161526-004,Reten pinon
40161526-005,Reten cuello
40161526-006,Reten embrague
40161526-007,Reten transmision
40161526-008,Reten tanden
40161526-009,Felpa de plancha para reten
40161526-010,Reten de Valvula
40161526-011,Reten tunel palier
40161526-012,Reten eje balanceador
40161526-013,Reten leva frente motor
40161526-014,Reten media luna
40161526-015,Retenes de tunel delantero
40161526-016,Retenes de tunel trasero
40161526-017,Reten caja abstracta
40161526-018,Retenes Piñon
40161526-019,Reten punta eje
40161526-020,Reten Bancada
40161526-021,Reten de arranque
40161526-022,Reten cubo
40161601-001,Depurador de aire
40161602-001,Purificadores de Aire
40161701-001,Centrifuga 
40161701-002,Regulador de velocidad
40161701-003,Equipo  analizador 
40161701-004,Centrifuga de laboratorio refrigerada
40161702-001,Agua destilada para bateria
40161702-002,Reactivador para bateria
40161702-003,Purificador y dispensor de agua
40161702-9999,Agua Tridestilada para Bateria
40161799-9999,Separador de Plasma
40161803-001,Papel de filtro
40161804-001,Diatomita
40161805-001,Tela filtrante para aire acondicionado
40161805-002,Filtro de tela para maquina destructora de billetes
41101502-001,Bolsa homogenizadora
41101504-001,Homogeinizador
41101505-9999,Molde para prueba de compresion
41101515-001,Bidon de plastico
41101518-001,Mezclador
41101518-002,Emulsionadores
41101518-003,Amasador
41101518-999,Arena normalizada
41101518-9998,Licuadora para Laboratorio
41101518-9999,Equipo para Floculacion
41101701-001,Molino analitico
41101701-002,Molino mini robot
41101701-999,Molinos Triturador de laboratorio
41101702-001,Mortero de porcelana
41101702-002,Mortero de agata
41101702-003,Mortero de vidrio
41101702-004,Mortero de Plastico
41101703-9999,Mallador para injerto de piel
41101706-001,Desintegrador
41101706-9999,Disco para Desintegrador
41101804-001,Electroscopio de pendulo
41101805-001,Medidor de Flujo
41101805-002,Equipo medidor patron masico 
41101805-003,Equipo medidor patron volumetrico
41101809-001,Equipamiento para la medición
41101809-002,Equipamiento para experimentos
41102401-001,Quemador de Gas
41102403-001,Incinerador bacteriologico
41102404-001,Kit de tubo precalentador
41102404-002,Calentador para laboratorio
41102404-9999,Manto calefactor para laboratorio
41102406-001,Placa para test de Elisa
41102406-002,Plancha calefactora
41102422-001,termobloque
41102426-001,Termostato para equipo de baño maria
41102426-002,Termometro para equipo de baño maria
41102426-003,Sensor para equipo de baño maria
41102426-004,Baño maria para laboratorio
41102426-005,Resistencia pra Equipo de Baño Maria
41102426-006,Baño Termostatico
41102426-9996,Bano termostatico con sonicador
41102426-9997,Camara de secado para secadero
41102426-9998,Bano Maria con Agitador
41102426-9999,Bano Maria de Flotacion
41102504-001,Macerador para mosquito
41102504-002,Aguja de Diseccion
41102504-003,Alfiler Entomologico
41102504-004,Pinza Entomologica
41102504-9999,Goma arabiga -  para entomologia
41102506-001,Caja entomológica 
41102507-001,Red entomologica 
41102508-001,Aspirador de Insectos
41102513-001,Iluminador Entomologico
41102601-001,Jaula de Bioterio
41102601-002,Caja para Bioterio
41102601-003,Tapa para caja para Bioterio
41102601-998,Canula para Animal de Laboratorio
41102601-999,Depilador para Animales Pequeños
41102601-9996,Equipo Aislador de Animal Pequeno
41102601-9997,Camara de Dioxido de Carbono para animales pequenos
41102601-9998,Estante para Bioterio
41102601-9999,Estante con cajas - bioterio
41102604-001,Trampas para insectos
41102604-002,Piso adhsesivo para trampas
41102905-001,Bateria de coloracion
41102905-999,Equipo de coloracion / incubacion histologica
41102909-001,Procesador de tejidos
41102910-001,Contenedor  p/ Congelado  de Muestras
41102911-001,Estilete de acero inoxidable
41102911-002,Tridente de acero inoxidable
41102911-003,Cuchilla Histologica
41102916-001,Microtomo de rotacion
41102916-002,Cuchilla para Microtomo
41102916-999,Microtomo
41102917-001,Cuchilla desechable
41102918-9999,Montadora automatica de laminas
41102921-001,Centro de inclusion de parafina
41103003-001,Criostato automatico
41103003-9998,Set antienrollamiento para Criostato
41103003-9999,Placa de Vidrio para Criostato
41103006-001,Termo criogenico
41103007-9999,Equipo refrigerador de agua
41103010-001,Refrigerador para banco de sangre
41103011-001,Incubador para ensayo de demanda de bioquimica
41103011-998,Freezer para Laboratorio
41103011-999,Refrigerador Para Laboratorio
41103011-9999,Refrigerador para vacunas
41103024-001,Condensadores para ventilador
41103024-002,Forzador para condensador 
41103025-001,Escarchadora
41103202-002,Lavador/Termodesinfectadora de Laboratorio
41103202-999,Lavabo de acero inoxidable
41103202-9999,Manifold para lavador
41103203-001,Lavador de Pipeta
41103206-001,Detergente neutro
41103206-002,Detergente enzimatico
41103206-003,Detergente Para Contador Hematologico 
